TF1,TF2,delta_oe_median,delta_oe_ct,delta_oe_pval,delta_oe_pval_corrected
ATF2,HNF4G,0.027133099000000004,89,4.0919950173828905e-08,0.00010475507244500199
ATF2,MAX,0.016254566999999998,125,0.00023997311216934842,0.614331167153532
ATF2,MLX,0.05041648,85,6.0803426383676646e-15,1.556567715422122e-11
ATF2,NFIA,0.013697675000000003,51,0.012570343066572169,1.0
ATF2,NFYC,0.03142631999999998,180,7.28455919391954e-18,1.8648471536434023e-14
ATF2,NR2F6,0.021982939999999992,53,6.50114840322562e-07,0.0016642939912257587
ATF2,NRF1,0.015726013999999996,491,2.7504126004564393e-17,7.041056257168485e-14
ATF2,RARA,0.033880581,58,6.709086596017355e-08,0.00017175261685804428
ATF2,RFX1,0.03213143,139,9.239080206825057e-16,2.3652045329472147e-12
ATF2,RFX3,0.027617806500000005,156,3.158031637455641e-19,8.084560991886441e-16
ATF2,RXRB,0.0275698395,62,1.2973788836362704e-06,0.003321289942108852
ATF2,TFDP1,0.019880750000000003,297,3.5825518434534825e-14,9.171332719240915e-11
ATF2,TFE3,0.055985320000000005,93,2.95788745133881e-19,7.572191875427353e-16
ATF2,THAP11,0.001207235000000001,71,0.008491972823523444,1.0
ATF2,USF1,0.038486699999999985,119,1.693647231857345e-17,4.335736913554803e-14
ATF2,USF2,0.03949659999999999,61,7.691009084327489e-07,0.0019688983255878372
ATF2,YY1,0.005755595000000002,110,0.005323947596620477,1.0
ATF2,ZBTB33,0.017834742,95,1.1966702841709615e-07,0.0003063475927477661
ATF2,ZHX2,0.01930339999999997,75,7.582635819166295e-05,0.19411547697065715
ATF3,AHR,0.024973499999999996,50,1.5425787884445934e-06,0.003949001698418159
ATF3,ATF1,0.02859083000000001,197,9.514548388809838e-28,2.4357243875353185e-24
ATF3,ATF2,0.03185246449999999,122,3.2886239086007744e-16,8.418877206017982e-13
