TF1,TF2,delta_oe_median,delta_oe_ct,delta_oe_pval,delta_oe_pval_corrected
ETV4,NR2F2,0.018608917000000003,159,1.2505086719063353e-11,3.2013022000802184e-08
ETV4,NR2F6,0.027563582499999996,274,2.3670646096325086e-28,6.059685400659222e-25
ETV4,NRF1,0.017560107000000005,1517,7.589044041523727e-82,1.9427952746300741e-78
ETV4,RARA,0.0274720845,246,1.657159492246339e-25,4.242328300150628e-22
ETV4,RBPJ,0.03253802,135,1.8665059760829963e-15,4.778255298772471e-12
ETV4,REST,0.009541889999999997,59,0.09579677259183551,1.0
ETV4,RFX1,0.021181906,303,3.2556442028585095e-18,8.334449159317785e-15
ETV4,RFX3,0.0165487275,336,1.2384063898285488e-15,3.1703203579610847e-12
ETV4,RXRA,0.02825150000000004,239,5.272815831818499e-23,1.3498408529455357e-19
ETV4,RXRB,0.029752083999999998,312,1.4634864385709821e-30,3.7465252827417144e-27
ETV4,SKI,0.029234389500000006,106,1.079645687444436e-14,2.763892959857756e-11
ETV4,SMAD4,0.032228438,216,1.997076642309716e-23,5.112516204312873e-20
ETV4,SOX13,0.038419564999999996,60,3.953983581288132e-09,1.012219796809762e-05
ETV4,SOX5,0.030908227,54,3.718020189499847e-06,0.009518131685119608
ETV4,TFAP4,0.04318172000000001,293,3.358742322407461e-46,8.5983803453631e-43
ETV4,TFDP1,0.023631422500000002,1076,2.3035908039014326e-74,5.897192457987668e-71
ETV4,TFE3,0.029942244999999992,266,3.187083313227103e-31,8.158933281861384e-28
ETV4,THAP11,0.016276509999999994,265,2.965064253541341e-14,7.590564489065833e-11
ETV4,THRB,0.026184588499999994,82,3.4676768167002766e-07,0.0008877252650752708
ETV4,USF1,0.025416999999999995,370,3.9680523845218785e-40,1.0158214104376009e-36
ETV4,USF2,0.02027313,152,3.2760588986362246e-13,8.386710780508735e-10
ETV4,YY1,0.016733529999999996,469,1.0796536428912863e-23,2.763913325801693e-20
ETV4,ZBTB25,0.015431378000000003,136,1.2633709560268791e-09,3.2342296474288104e-06
ETV4,ZBTB33,0.006878514999999995,234,2.9450312836234e-05,0.07539280086075904
ETV4,ZHX2,0.019859609999999993,231,9.43531552528786e-17,2.415440774473692e-13
ETV4,ZSCAN9,0.01788041,225,2.1761933994150583e-13,5.571055102502549e-10
ETV5,AHR,0.013777305000000004,180,8.488575792507212e-07,0.0021730754028818464
ETV5,ATF1,0.01587552199999999,262,1.784132374430153e-12,4.567378878541192e-09
ETV5,ATF2,0.013496619999999987,213,3.044846030710051e-10,7.794805838617731e-07
ETV5,ATF3,0.016506524999999987,300,1.0095718269345891e-20,2.584503876952548e-17
ETV5,ATF7,0.020081784500000033,160,3.4785708221917634e-16,8.905141304810915e-13
ETV5,BHLHE40,0.027884982,387,1.0560437006935424e-46,2.7034718737754685e-43
ETV5,CEBPA,0.009153739500000008,64,0.007746192067388348,1.0
ETV5,CEBPB,0.014732369999999984,78,3.213312623082921e-05,0.08226080315092277
ETV5,CEBPG,0.015524959000000005,92,6.472493035391785e-07,0.001656958217060297
ETV5,CREB1,0.02383805500000001,374,3.919398179984888e-31,1.0033659340761314e-27
ETV5,CREM,0.0127426955,586,9.87124365568547e-26,2.5270383758554806e-22
ETV5,CTCF,0.023160803999999997,817,2.9323145287706355e-70,7.506725193652827e-67
ETV5,ELF1,0.019663911499999985,1896,2.4482464925452324e-123,6.267511020915795e-120
ETV5,ELF3,0.02231103500000002,224,1.4736328766428442e-15,3.772500164205681e-12
ETV5,ERF,0.022478935000000002,251,1.2137685589689288e-23,3.1072475109604577e-20
ETV5,ETS1,0.017146226999999997,107,3.352237959524911e-08,8.581729176383772e-05
ETV5,ETV4,0.019836962,1311,1.4150137605726156e-87,3.622435227065896e-84
ETV5,ETV5,0.021133551999999996,2134,6.3527000271488666e-161,1.62629120695011e-157
ETV5,GABPA,0.011318020000000005,1988,6.333463902664175e-63,1.6213667590820287e-59
ETV5,GMEB2,0.01928668,225,2.737587918486868e-09,7.008225071326382e-06
ETV5,HBP1,0.020841439,320,4.920646057374069e-27,1.2596853906877616e-23
ETV5,HNF1A,0.029249276,87,8.761347451307576e-11,2.2429049475347392e-07
ETV5,HNF4A,0.023016449999999994,605,2.6084731141729715e-50,6.677691172282807e-47
ETV5,HNF4G,0.026591692499999993,578,1.8400640960260598e-60,4.710564085826713e-57
ETV5,KLF16,0.024670449999999983,229,6.024244700324659e-20,1.5422066432831127e-16
ETV5,MAX,0.025241589,897,1.5455555930514495e-82,3.956622318211711e-79
ETV5,MLX,0.026248249999999973,419,3.120976705933819e-47,7.989700367190577e-44
ETV5,MXI1,0.019711863000000003,262,1.6282954837547464e-22,4.1684364384121506e-19
ETV5,MYRF,0.021198030000000007,93,5.951197283572991e-10,1.5235065045946855e-06
ETV5,NFE2L2,0.018073519,82,1.5098633279210261e-06,0.0038652501194778267
ETV5,NFIA,0.024040204000000003,344,1.70939258868246e-28,4.376045027027097e-25
ETV5,NFIL3,0.024324785999999994,61,2.711431495696751e-07,0.0006941264628983683
ETV5,NFYC,0.012930470000000027,451,7.733716067790658e-17,1.9798313133544085e-13
ETV5,NR2C2,0.008822529999999995,485,2.0435442946507098e-13,5.231473394305817e-10
ETV5,NR2F1,0.03312131,340,4.538151388136368e-44,1.1617667553629102e-40
ETV5,NR2F2,0.013572297000000004,247,8.854072596958918e-15,2.266642584821483e-11
ETV5,NR2F6,0.030733906,403,1.218792377348156e-45,3.1201084860112795e-42
ETV5,NRF1,0.018274980000000024,2249,1.1582480833176802e-127,2.965115093293261e-124
ETV5,PBX2,0.011371935,70,0.0010158808411845645,1.0
ETV5,RARA,0.027089005,393,6.203004911189759e-44,1.5879692572645783e-40
ETV5,RBPJ,0.025974683999999998,193,5.932185834627164e-21,1.518639573664554e-17
ETV5,REST,0.004275669999999995,80,0.021134933890677936,1.0
ETV5,RFX1,0.02248618,451,1.5315546909328802e-28,3.9207800087881732e-25
ETV5,RFX3,0.018202629999999997,470,4.0707985242022714e-26,1.0421244221957815e-22
ETV5,RXRA,0.029813510999999997,335,3.779835277151246e-42,9.67637830950719e-39
ETV5,RXRB,0.028870404000000002,493,1.939999108234312e-55,4.966397717079839e-52
ETV5,SKI,0.035526299000000004,158,5.102084433899e-23,1.306133615078144e-19
ETV5,SMAD4,0.03734763000000001,325,1.573102098256657e-45,4.027141371537042e-42
ETV5,SOX13,0.0430229295,84,9.075513686740582e-14,2.323331503805589e-10
ETV5,SOX5,0.029473871499999995,86,7.997061016543382e-09,2.047247620235106e-05
ETV5,TFAP4,0.038356650000000006,437,3.8473739930569086e-65,9.849277422225686e-62
ETV5,TFDP1,0.022340425000000004,1748,1.265630337330436e-127,3.2400136635659164e-124
ETV5,TFE3,0.027799729999999995,419,1.4187768506314876e-51,3.6320687376166085e-48
ETV5,THAP11,0.017003175999999995,406,5.501690049755502e-20,1.4084326527374084e-16
ETV5,THRB,0.03501391,118,2.8478779341271704e-16,7.290567511365556e-13
ETV5,USF1,0.02535838,582,2.1288271919022473e-60,5.449797611269753e-57
ETV5,USF2,0.01970135599999999,239,2.779724100216157e-17,7.116093696553362e-14
ETV5,YY1,0.018463572000000004,685,1.8621466004606227e-31,4.767095297179194e-28
ETV5,ZBTB25,0.018665445,201,1.2689349207523945e-14,3.2484733971261296e-11
ETV5,ZBTB33,0.003288056999999997,331,0.00019146576391516182,0.4901523556228143
ETV5,ZHX2,0.024066147500000003,312,3.5455618159774356e-19,9.076638248902234e-16
ETV5,ZSCAN9,0.01846940999999999,343,6.5829096117644995e-24,1.685224860611712e-20
GABPA,AHR,0.008698280000000003,181,1.24006006854667e-05,0.03174553775479475
GABPA,ATF1,0.01293560000000002,319,1.8028727715597189e-09,4.61535429519288e-06
GABPA,ATF2,-0.0024851349999999994,211,0.7883691709596722,1.0
GABPA,ATF3,0.014035600999999995,369,6.698647528770818e-10,1.7148537673653293e-06
GABPA,ATF7,0.0026776450000000063,158,0.004449193999533976,1.0
GABPA,BHLHE40,0.014099475000000028,416,5.92889023412178e-20,1.5177958999351758e-16
GABPA,CEBPB,0.015703001,62,0.00015524119472142667,0.3974174584868523
GABPA,CEBPG,0.006527514499999994,66,0.023179901074243323,1.0
GABPA,CREB1,0.005160650000000003,418,0.0037143004800797193,1.0
GABPA,CREM,0.004466130999999995,712,6.964595126939668e-09,1.782936352496555e-05
GABPA,CTCF,0.0061945000000000056,713,2.37611513316544e-14,6.082854740903526e-11
GABPA,ELF1,0.007464668000000008,2124,2.29478298389784e-34,5.87464443877847e-31
GABPA,ELF3,0.00545843100000001,218,0.0006523299524340589,1.0
GABPA,ERF,0.015370749999999989,239,1.7561811662485425e-13,4.4958237855962685e-10
GABPA,ETS1,0.012174319999999988,69,0.0018079392854506357,1.0
GABPA,ETV4,0.012247300000000003,1401,7.223092351922228e-42,1.8491116420920904e-38
GABPA,ETV5,0.011318020000000005,1988,6.333463902664717e-63,1.6213667590821675e-59
GABPA,GABPA,0.011376960000000002,2390,1.7058271280391002e-101,4.366917447780096e-98
GABPA,GMEB2,0.0007553730000000002,311,0.1377634991840482,1.0
GABPA,HBP1,0.008162598,330,2.35614234420115e-08,6.0317244011549436e-05
GABPA,HNF1A,0.003866865499999995,54,0.11265663667534752,1.0
GABPA,HNF4A,0.0187063725,368,3.9169698708441456e-22,1.0027442869361012e-18
GABPA,HNF4G,0.016256075999999994,367,4.1267239253926584e-19,1.0564413249005205e-15
GABPA,KLF16,0.012852273999999997,189,9.423531739411799e-08,0.00024124241252894207
GABPA,MAX,0.01656637999999999,925,4.671658555693906e-52,1.19594459025764e-48
GABPA,MLX,0.003165526000000002,439,0.0014831412196379828,1.0
GABPA,MXI1,0.003745654000000001,287,0.00047845747607588575,1.0
GABPA,MYRF,0.017431466000000007,89,1.2057777152517773e-05,0.030867909510445497
GABPA,NFE2L2,0.004500879000000003,55,0.32782955761885824,1.0
GABPA,NFIA,0.017525109999999997,243,5.6549798603156e-15,1.4476748442407936e-11
GABPA,NFYC,0.0030135599999999985,611,0.0025287592946830807,1.0
GABPA,NR2C2,0.012410630000000006,589,4.0016958364905773e-23,1.0244341341415878e-19
GABPA,NR2F1,0.030432946000000006,236,4.089668663882383e-26,1.04695517795389e-22
GABPA,NR2F2,-0.004168203999999999,178,0.8595487357431446,1.0
GABPA,NR2F6,0.01803022199999999,288,3.4304379979813025e-21,8.781921274832134e-18
GABPA,NRF1,0.009001435000000002,2636,1.3771208344753114e-67,3.525429336256797e-64
GABPA,PBX2,-0.0024517910000000018,85,0.5224299848699767,1.0
GABPA,RARA,0.01666347500000001,275,1.2714601675767021e-14,3.254938028996357e-11
GABPA,RBPJ,0.011212915000000002,184,4.9352251148342456e-08,0.0001263417629397567
GABPA,REST,0.008444530000000006,87,0.0026452967169225605,1.0
GABPA,RFX1,0.011672447500000002,524,7.711430251652737e-15,1.9741261444231007e-11
GABPA,RFX3,0.008735924999999999,555,1.786963231077845e-08,4.574625871559283e-05
GABPA,RXRA,0.013646597000000003,206,1.928571578438869e-09,4.937143240803505e-06
GABPA,RXRB,0.013975923,332,2.7016865377215385e-11,6.916317536567138e-08
GABPA,SKI,0.00810087999999999,107,0.0005384055286756635,1.0
GABPA,SMAD4,0.0110843775,206,1.3821759081499426e-06,0.0035383703248638527
GABPA,TFAP4,0.021671379999999997,333,7.893703565068424e-21,2.0207881126575164e-17
GABPA,TFDP1,0.01194402,1695,1.6605339415048833e-42,4.250966890252501e-39
GABPA,TFE3,0.008177075000000006,404,4.78444378126464e-08,0.0001224817608003748
GABPA,THAP11,0.0042921350000000025,497,1.6902936148156284e-06,0.0043271516539280085
GABPA,THRB,0.011056219999999978,87,0.001041984969033972,1.0
GABPA,USF1,0.016539808000000003,591,1.0482350980027957e-26,2.683481850887157e-23
GABPA,USF2,0.018511937000000006,274,8.176863529318343e-15,2.093277063505496e-11
GABPA,YY1,0.011769434999999995,760,4.0551710158817965e-24,1.0381237800657399e-20
GABPA,ZBTB25,0.012564009499999999,200,2.5597764587955735e-07,0.0006553027734516668
GABPA,ZBTB33,7.292999999999883e-05,401,0.8319385661931954,1.0
GABPA,ZHX2,0.004753429999999996,352,8.188791087926581e-06,0.020963305185092047
GABPA,ZSCAN9,0.011339793999999995,310,8.565552025867247e-12,2.1927813186220153e-08
GMEB2,ATF1,0.011237150000000001,89,0.0005323426732518331,1.0
GMEB2,ATF3,0.016384512499999976,88,0.0017494098642808755,1.0
GMEB2,BHLHE40,0.03063711000000001,77,1.0578439034026068e-09,2.7080803927106733e-06
GMEB2,CREB1,0.02960892000000004,105,1.8979376107696478e-10,4.858720283570298e-07
GMEB2,CREM,0.01958607299999999,720,1.2173479184292175e-52,3.116410671178797e-49
GMEB2,CTCF,0.02582211999999999,82,3.099297464765759e-09,7.934201509800342e-06
GMEB2,ELF1,0.022968477999999994,299,2.3858297291968628e-21,6.1077241067439685e-18
GMEB2,ETV4,0.018224939999999995,159,2.5264150706293126e-09,6.46762258081104e-06
GMEB2,ETV5,0.01928668,225,2.737587918486868e-09,7.008225071326382e-06
GMEB2,GABPA,0.0007553730000000002,311,0.1377634991840482,1.0
GMEB2,GMEB2,0.041596099999999914,698,7.200997062950864e-102,1.8434552481154213e-98
GMEB2,HBP1,0.026141619999999997,51,1.3096620302103268e-06,0.0033527347973384366
GMEB2,MAX,0.01711809000000003,193,8.508602934712158e-13,2.1782023512863127e-09
GMEB2,MLX,0.040581359000000004,88,2.0735199739573772e-17,5.308211133330886e-14
GMEB2,MXI1,0.03496651200000001,50,1.4296525748417535e-08,3.659910591594889e-05
GMEB2,NFYC,0.02059506,131,1.5655555872348566e-06,0.004007822303321233
GMEB2,NR2C2,-0.0018350500000000047,84,0.162507203703104,1.0
GMEB2,NRF1,0.019631105000000006,686,1.2650285081425123e-35,3.2384729808448316e-32
GMEB2,RFX1,0.015717429500000005,64,0.0005578253355062266,1.0
GMEB2,RFX3,0.02364299,63,1.2068021050407718e-08,3.089413388904376e-05
GMEB2,TFDP1,0.019598570000000037,357,1.9890991101099592e-26,5.0920937218814954e-23
GMEB2,TFE3,0.04505722499999998,76,1.8489647574960164e-16,4.733349779189802e-13
GMEB2,THAP11,0.028433900000000012,651,2.7131247982332694e-49,6.94559948347717e-46
GMEB2,USF1,0.03502417000000002,119,1.3409488998946243e-16,3.4328291837302384e-13
GMEB2,USF2,0.02065992,65,0.0003022604508239874,0.7737867541094078
GMEB2,YY1,0.020073469999999982,127,5.596036659553657e-08,0.0001432585384845736
GMEB2,ZBTB33,0.010658794000000013,119,5.101308726395081e-05,0.13059350339571407
GMEB2,ZHX2,0.02873014499999999,72,1.1848392257309623e-06,0.0030331884178712637
GMEB2,ZSCAN9,0.012711850000000025,55,0.005407078119222001,1.0
HBP1,AHR,0.0193037955,130,1.0120694670835268e-11,2.5908978357338286e-08
HBP1,ATF1,0.014496286,78,0.0024199162900841,1.0
HBP1,ATF3,0.023157704000000008,100,8.769690598968952e-12,2.2450407933360517e-08
HBP1,BHLHE40,0.035899886,118,6.907339691127342e-22,1.7682789609285994e-18
HBP1,CREB1,0.0217042185,98,1.3940800828425592e-07,0.00035688450120769516
HBP1,CREM,0.027838882500000005,106,1.261980283332354e-10,3.230669525330826e-07
HBP1,CTCF,0.026102387000000005,264,2.002961008499456e-25,5.127580181758608e-22
HBP1,ELF1,0.022463769999999994,299,2.2223282984506802e-21,5.689160444033741e-18
HBP1,ERF,0.026644644999999998,115,7.191121466678039e-13,1.8409270954695778e-09
HBP1,ETV4,0.017348354999999982,200,6.62193124918328e-14,1.6952143997909198e-10
HBP1,ETV5,0.020841439,320,4.920646057374069e-27,1.2596853906877616e-23
HBP1,GABPA,0.008162598,330,2.35614234420115e-08,6.0317244011549436e-05
HBP1,GMEB2,0.026141619999999997,51,1.3096620302103221e-06,0.003352734797338425
HBP1,HBP1,0.037563902499999996,344,1.6650923923711346e-51,4.262636524470105e-48
HBP1,HNF4A,0.02804253999999999,159,1.370218879046141e-20,3.5077603303581205e-17
HBP1,HNF4G,0.028408515999999998,149,1.939775029030863e-19,4.965824074319009e-16
HBP1,KLF16,0.038515109500000005,102,8.156054617736298e-16,2.0879499821404922e-12
HBP1,MAX,0.035164636,336,4.864120564005672e-58,1.245214864385452e-54
HBP1,MLX,0.034920645,150,1.8224223837203377e-22,4.665401302324065e-19
HBP1,MXI1,0.0384872125,84,1.177914623327344e-18,3.0154614357180007e-15
HBP1,MYRF,0.028380887,64,2.8048968262983108e-09,7.180535875323676e-06
HBP1,NFIA,0.019862365000000003,79,1.1085261329092815e-07,0.00028378269002477603
HBP1,NFYC,0.015305580000000013,97,8.713464345097003e-05,0.22306468723448328
HBP1,NR2C2,0.0035914519999999967,56,0.01996583091030131,1.0
HBP1,NR2F1,0.035796079999999994,89,2.2079047057611157e-15,5.652236046748456e-12
HBP1,NR2F2,0.027003959499999997,58,3.1432481975297907e-08,8.046715385676264e-05
HBP1,NR2F6,0.036587614000000004,81,2.1024040660865626e-13,5.3821544091816e-10
HBP1,NRF1,0.026412609999999975,626,1.7762765221798997e-60,4.547267896780543e-57
HBP1,RARA,0.029576207999999993,104,6.027858114454847e-14,1.5431316773004408e-10
HBP1,RBPJ,0.046097047,57,3.4349887416544764e-12,8.79357117863546e-09
HBP1,REST,0.012732839999999999,57,0.0069658696163157115,1.0
HBP1,RFX1,0.02485219999999999,77,7.753176795064928e-08,0.00019848132595366215
HBP1,RFX3,0.021827580000000013,103,3.023067528761196e-08,7.739052873628662e-05
HBP1,RXRA,0.03246511999999999,85,5.8393594394605e-11,1.494876016501888e-07
HBP1,RXRB,0.0310570925,108,1.382441519793609e-16,3.539050290671639e-13
HBP1,SMAD4,0.036203146,82,1.0252114315784457e-13,2.624541264840821e-10
HBP1,TFAP4,0.045770924500000004,90,3.8215631395187996e-16,9.783201637168127e-13
HBP1,TFDP1,0.030929127,563,2.4136324265263985e-65,6.17889901190758e-62
HBP1,TFE3,0.02849539,119,1.1985470774219354e-16,3.0682805182001545e-13
HBP1,THAP11,0.030405590999999996,95,3.397985253442433e-10,8.698842248812629e-07
HBP1,USF1,0.033484317,202,5.866215162403651e-34,1.5017510815753347e-30
HBP1,USF2,0.03179976000000001,78,2.808115072440217e-10,7.188774585446955e-07
HBP1,YY1,0.021058914999999997,190,6.958832339015171e-16,1.7814610787878838e-12
HBP1,ZBTB25,0.042071394,107,1.7278450822581927e-19,4.4232834105809734e-16
HBP1,ZBTB33,0.012034382999999997,58,5.793865998584697e-05,0.14832296956376825
HBP1,ZHX2,0.035808524999999994,65,7.112067414629816e-11,1.820689258145233e-07
HBP1,ZSCAN9,0.021537988,142,2.821408615422036e-12,7.222806055480412e-09
HLF,CTCF,0.030100470000000018,73,8.378928539540599e-10,2.1450057061223932e-06
HLF,HNF4A,0.02934893999999999,135,9.25974859256814e-16,2.3704956396974436e-12
HLF,HNF4G,0.05217936749999999,110,8.588070050674644e-21,2.198545932972709e-17
HLF,NFIA,0.030133089999999974,78,7.684082484120315e-10,1.9671251159348007e-06
HLF,NR2F6,0.04448509,53,1.8094519183426606e-10,4.632196910957211e-07
HLF,NRF1,0.035282777999999994,62,4.4539781830730726e-08,0.00011402184148667067
HLF,RXRA,0.055698285000000014,59,3.910570966848678e-14,1.0011061675132616e-10
HLF,RXRB,0.064655752,66,1.7507463521558868e-19,4.48191066151907e-16
HNF1A,CREM,0.011144586000000001,61,0.0002712746311643416,0.6944630557807145
HNF1A,ELF1,0.029841279999999998,63,8.132621515084625e-07,0.002081951107861664
HNF1A,ETS1,0.01892688499999999,58,3.250388724435679e-05,0.08320995134555338
HNF1A,ETV4,0.022760421,57,2.5424127508605447e-07,0.0006508576642202994
HNF1A,ETV5,0.029249276,87,8.761347451307576e-11,2.2429049475347392e-07
HNF1A,GABPA,0.003866865499999995,54,0.11265663667534752,1.0
HNF1A,HNF1A,0.030978536,162,1.1785344393621312e-15,3.017048164767056e-12
HNF1A,HNF4A,0.022650329999999996,279,4.5188070481239906e-23,1.1568146043197416e-19
HNF1A,HNF4G,0.02786917,232,4.691884495471169e-26,1.2011224308406192e-22
HNF1A,MAX,0.025971549999999982,57,2.1724734804451973e-05,0.05561532109939705
HNF1A,MLX,0.051015877500000015,52,3.5146368627623397e-12,8.99747036867159e-09
HNF1A,NFIA,0.023475956000000003,101,3.152474516859313e-11,8.070334763159842e-08
HNF1A,NR2F1,0.020840042000000003,109,2.0938216903868353e-08,5.3601835273902986e-05
HNF1A,NR2F2,0.0330612275,86,3.727935553555665e-10,9.543515017102503e-07
HNF1A,NR2F6,0.02892428,147,1.2649431223297542e-15,3.238254393164171e-12
HNF1A,NRF1,0.012547177999999999,57,0.003836797837426852,1.0
HNF1A,RARA,0.028996943000000004,107,2.789706618948642e-09,7.141648944508524e-06
HNF1A,RXRA,0.034382168000000005,121,4.490406107125214e-18,1.1495439634240548e-14
HNF1A,RXRB,0.026076826499999997,140,9.156510461312312e-15,2.344066678095952e-11
HNF1A,SMAD4,0.04959145300000001,78,7.037334651404203e-12,1.801557670759476e-08
HNF1A,SOX13,0.04984699000000001,55,1.058047391999741e-06,0.002708601323519337
HNF1A,TFAP4,0.032470529500000005,94,1.748241048932268e-16,4.475497085266606e-13
HNF1A,TFDP1,0.025328295500000004,58,9.332152414604675e-07,0.0023890310181387967
HNF1A,TFE3,0.036188349999999994,73,4.807740687218985e-13,1.23078161592806e-09
HNF1A,USF1,0.04062948499999998,82,1.2773474260411722e-13,3.2700094106654006e-10
HNF1A,YY1,0.022820640000000003,51,0.0011451471411735806,1.0
HNF1A,ZSCAN9,0.03387224,51,1.739307549861581e-07,0.0004452627327645647
HNF4A,AHR,0.02115982999999999,81,7.183330700561129e-06,0.018389326593436492
HNF4A,ATF1,0.018603018,56,0.015183010997838392,1.0
HNF4A,ATF2,0.0007106764999999932,84,0.006511319144911729,1.0
HNF4A,ATF3,0.028318569999999987,85,1.865334776597517e-05,0.04775257028089643
HNF4A,ATF7,0.025440740000000017,71,9.240663104176522e-07,0.0023656097546691894
HNF4A,BHLHE40,0.031600276000000004,198,3.20524150822955e-26,8.205418261067647e-23
HNF4A,CEBPA,0.011456070000000013,107,4.5775289163134675e-06,0.011718474025762477
HNF4A,CEBPB,0.029326379999999985,107,2.751063828082109e-13,7.042723399890199e-10
HNF4A,CEBPG,0.020744906,106,1.4984689877005537e-07,0.0003836080608513417
HNF4A,CREB1,0.013346545000000001,111,0.0001414436281833101,0.36209568814927384
HNF4A,CREM,0.02657770000000001,297,2.8034391672792765e-32,7.176804268234948e-29
HNF4A,CTCF,0.02087973999999998,407,1.4792698619056325e-34,3.786930846478419e-31
HNF4A,ELF1,0.027630716,411,1.164535421106231e-34,2.981210678031951e-31
HNF4A,ELF3,0.031572684000000004,125,1.0032257455068657e-12,2.568257908497576e-09
HNF4A,ERF,0.0224982745,154,1.479455550986513e-16,3.787406210525473e-13
HNF4A,ETS1,0.0214524765,284,6.126879682578079e-17,1.5684811987399881e-13
HNF4A,ETV4,0.023528333999999998,431,1.0170058939488527e-32,2.603535088509063e-29
HNF4A,ETV5,0.023016449999999994,605,2.6084731141729715e-50,6.677691172282807e-47
HNF4A,GABPA,0.0187063725,368,3.9169698708441456e-22,1.0027442869361012e-18
HNF4A,HBP1,0.02804253999999999,159,1.370218879046141e-20,3.5077603303581205e-17
HNF4A,HLF,0.02934893999999999,135,9.259777473678354e-16,2.3705030332616584e-12
HNF4A,HNF1A,0.022650329999999996,279,4.5188070481239906e-23,1.1568146043197416e-19
HNF4A,HNF4A,0.036231923,1771,1.9260911215293063e-216,4.930793271115024e-213
HNF4A,HNF4G,0.037349096000000005,1405,2.3985547433281906e-185,6.140300142920167e-182
HNF4A,KLF16,0.029484702,129,2.5083275004168467e-15,6.4213184010671274e-12
HNF4A,MAX,0.032306638,471,9.336892761296836e-61,2.39024454689199e-57
HNF4A,MLX,0.031753840000000005,325,2.979174737877635e-41,7.626687328966745e-38
HNF4A,MXI1,0.030452234999999994,87,6.212147724877452e-12,1.5903098175686278e-08
HNF4A,NFE2L2,0.016918943,154,2.1143071962503196e-10,5.412626422400818e-07
HNF4A,NFIA,0.030183810000000005,527,6.913669773496354e-52,1.7698994620150667e-48
HNF4A,NFIL3,0.025905183000000005,149,5.0541594648937374e-15,1.2938648230127967e-11
HNF4A,NFYC,0.017149105,130,5.662540598416024e-07,0.0014496103931945022
HNF4A,NR2C2,0.0180004915,82,1.2613348095631243e-07,0.0003229017112481598
HNF4A,NR2F1,0.040904429000000006,704,7.42172287528371e-104,1.8999610560726299e-100
HNF4A,NR2F2,0.021048668000000003,491,6.532723746382274e-39,1.672377279073862e-35
HNF4A,NR2F6,0.03559146999999996,731,5.804360121818942e-99,1.4859161911856492e-95
HNF4A,NRF1,0.018851110000000004,493,8.692596286016888e-34,2.2253046492203234e-30
HNF4A,RARA,0.03571020999999999,579,4.019207969108838e-74,1.0289172400918625e-70
HNF4A,RBPJ,0.03811324000000001,137,6.25810465669758e-21,1.6020747921145804e-17
HNF4A,REST,0.004893069000000005,104,0.09060200060949689,1.0
HNF4A,RFX1,0.029492199999999996,97,1.755759303284798e-10,4.494743816409083e-07
HNF4A,RFX3,0.022636385000000002,145,3.899579026721551e-15,9.98292230840717e-12
HNF4A,RXRA,0.036872712999999994,689,2.8186737151944286e-90,7.215804710897737e-87
HNF4A,RXRB,0.038379727,684,3.069705209715891e-93,7.85844533687268e-90
HNF4A,SKI,0.033907035,243,1.1349374456517402e-27,2.905439860868455e-24
HNF4A,SMAD4,0.03225011550000001,554,1.367308363938084e-67,3.500309411681495e-64
HNF4A,SOX13,0.045918296,151,3.9722554518697104e-23,1.0168973956786459e-19
HNF4A,SOX5,0.037806781,135,2.948634073846832e-17,7.548503229047891e-14
HNF4A,TFAP4,0.04861021499999999,550,2.1527826163829557e-79,5.5111234979403665e-76
HNF4A,TFDP1,0.027260960000000008,393,2.905920311109227e-42,7.439155996439621e-39
HNF4A,TFE3,0.0434413495,344,9.218586338809196e-59,2.359958102735154e-55
HNF4A,THAP11,0.024693183,135,2.118958393730918e-12,5.424533487951151e-09
HNF4A,THRB,0.032831910500000006,146,7.90026218724989e-19,2.0224671199359717e-15
HNF4A,USF1,0.03870173,429,6.885048133166365e-59,1.7625723220905892e-55
HNF4A,USF2,0.035709370000000004,127,2.4376219751999866e-18,6.240312256511966e-15
HNF4A,YY1,0.03049974000000001,167,6.0360837664719295e-21,1.545237444216814e-17
HNF4A,ZBTB25,0.01649289299999999,116,2.562618623586928e-08,6.560303676382536e-05
HNF4A,ZHX2,0.016590726999999996,67,1.0305650955375724e-05,0.02638246644576185
HNF4A,ZSCAN9,0.017307361,220,4.7713749191775525e-15,1.2214719793094534e-11
HNF4G,AHR,0.013109688999999994,88,0.001930455182081797,1.0
HNF4G,ATF1,0.023974792,52,7.86653655642335e-05,0.20138333584443777
HNF4G,ATF2,0.027133099000000004,89,4.0919950173828905e-08,0.00010475507244500199
HNF4G,ATF3,0.034522829000000005,72,6.301621857622356e-07,0.001613215195551323
HNF4G,ATF7,0.046481375,72,2.2853048262804902e-11,5.850380355278055e-08
HNF4G,BHLHE40,0.037722048499999994,186,1.5078297329835777e-29,3.8600441164379587e-26
HNF4G,CEBPA,0.034272144000000004,92,5.069044376376493e-12,1.2976753603523823e-08
HNF4G,CEBPB,0.0342774305,104,3.7043239560182296e-11,9.483069327406668e-08
HNF4G,CEBPG,0.038451525,98,1.493196807640492e-13,3.8225838275596594e-10
HNF4G,CREB1,0.0292104085,113,9.36417779342102e-09,2.397229515115781e-05
HNF4G,CREM,0.0336518785,282,4.1770971731456297e-38,1.0693368763252813e-34
HNF4G,CTCF,0.03412776000000001,375,4.47061577095273e-47,1.1444776373638988e-43
HNF4G,ELF1,0.034404530499999995,406,6.2348693212309945e-47,1.5961265462351346e-43
