peak_weight,footprint_weight,global_std_weight,read_frac_type,read_type,rho,pval,read_ct
0.5,1.9,2,defined,unbound,-0.5025036975745593,1.9125357789562942e-128,164086
0.5,2.0,2,defined,unbound,-0.5025036975745593,1.9125357789562942e-128,164086
-2.0,-2.0,2,defined,unbound,,,0
-2.0,-1.9,2,defined,unbound,,,0
-2.0,-1.8,2,defined,unbound,,,0
-2.0,-1.7,2,defined,unbound,,,0
-2.0,-1.6,2,defined,unbound,,,0
-2.0,-1.5,2,defined,unbound,,,0
-2.0,-1.4,2,defined,unbound,,,0
-2.0,-1.3,2,defined,unbound,,,0
-2.0,-1.2,2,defined,unbound,,,0
-2.0,-1.1,2,defined,unbound,,,0
-2.0,-1.0,2,defined,unbound,,,0
-2.0,-0.9,2,defined,unbound,,,0
-2.0,-0.8,2,defined,unbound,,,0
-2.0,-0.7,2,defined,unbound,,,0
-2.0,-0.6,2,defined,unbound,,,0
-2.0,-0.5,2,defined,unbound,,,0
-2.0,-0.4,2,defined,unbound,,,0
-2.0,-0.3,2,defined,unbound,,,0
-2.0,-0.2,2,defined,unbound,,,0
-2.0,-0.1,2,defined,unbound,,,0
-2.0,0.0,2,defined,unbound,,,0
-2.0,0.1,2,defined,unbound,,,0
-2.0,0.2,2,defined,unbound,,,0
-2.0,0.3,2,defined,unbound,,,0
-2.0,0.4,2,defined,unbound,,,0
-2.0,0.5,2,defined,unbound,,,0
-2.0,0.6,2,defined,unbound,,,0
-2.0,0.7,2,defined,unbound,,,0
-2.0,0.8,2,defined,unbound,,,0
-2.0,0.9,2,defined,unbound,,,0
-2.0,1.0,2,defined,unbound,,,0
-2.0,1.1,2,defined,unbound,,,0
-2.0,1.2,2,defined,unbound,,,0
-2.0,1.3,2,defined,unbound,,,0
-2.0,1.4,2,defined,unbound,,,0
-2.0,1.5,2,defined,unbound,,,0
-2.0,1.6,2,defined,unbound,,,0
-2.0,1.7,2,defined,unbound,,,0
-2.0,1.8,2,defined,unbound,,,0
-2.0,1.9,2,defined,unbound,,,0
-2.0,2.0,2,defined,unbound,,,0
-1.9,-2.0,2,defined,unbound,,,0
-1.9,-1.9,2,defined,unbound,,,0
-1.9,-1.8,2,defined,unbound,,,0
-1.9,-1.7,2,defined,unbound,,,0
-1.9,-1.6,2,defined,unbound,,,0
-1.9,-1.5,2,defined,unbound,,,0
-1.9,-1.4,2,defined,unbound,,,0
-1.9,-1.3,2,defined,unbound,,,0
-1.9,-1.2,2,defined,unbound,,,0
-1.9,-1.1,2,defined,unbound,,,0
-1.9,-1.0,2,defined,unbound,,,0
-1.9,-0.9,2,defined,unbound,,,0
-1.9,-0.8,2,defined,unbound,,,0
-1.9,-0.7,2,defined,unbound,,,0
-1.9,-0.6,2,defined,unbound,,,0
-1.9,-0.5,2,defined,unbound,,,0
-1.9,-0.4,2,defined,unbound,,,0
-1.9,-0.3,2,defined,unbound,,,0
-1.9,-0.2,2,defined,unbound,,,0
-1.9,-0.1,2,defined,unbound,,,0
-1.9,0.0,2,defined,unbound,,,0
-1.9,0.1,2,defined,unbound,,,0
-1.9,0.2,2,defined,unbound,,,0
-1.9,0.3,2,defined,unbound,,,0
-1.9,0.4,2,defined,unbound,,,0
-1.9,0.5,2,defined,unbound,,,0
-1.9,0.6,2,defined,unbound,,,0
-1.9,0.7,2,defined,unbound,,,0
-1.9,0.8,2,defined,unbound,,,0
-1.9,0.9,2,defined,unbound,,,0
-1.9,1.0,2,defined,unbound,,,0
-1.9,1.1,2,defined,unbound,,,0
-1.9,1.2,2,defined,unbound,,,0
-1.9,1.3,2,defined,unbound,,,0
-1.9,1.4,2,defined,unbound,,,0
-1.9,1.5,2,defined,unbound,,,0
-1.9,1.6,2,defined,unbound,,,0
-1.9,1.7,2,defined,unbound,,,0
-1.9,1.8,2,defined,unbound,,,0
-1.9,1.9,2,defined,unbound,,,0
-1.9,2.0,2,defined,unbound,,,0
-1.8,-2.0,2,defined,unbound,,,0
-1.8,-1.9,2,defined,unbound,,,0
-1.8,-1.8,2,defined,unbound,,,0
-1.8,-1.7,2,defined,unbound,,,0
-1.8,-1.6,2,defined,unbound,,,0
-1.8,-1.5,2,defined,unbound,,,0
-1.8,-1.4,2,defined,unbound,,,0
-1.8,-1.3,2,defined,unbound,,,0
-1.8,-1.2,2,defined,unbound,,,0
-1.8,-1.1,2,defined,unbound,,,0
-1.8,-1.0,2,defined,unbound,,,0
-1.8,-0.9,2,defined,unbound,,,0
-1.8,-0.8,2,defined,unbound,,,0
-1.8,-0.7,2,defined,unbound,,,0
-1.8,-0.6,2,defined,unbound,,,0
-1.8,-0.5,2,defined,unbound,,,0
-1.8,-0.4,2,defined,unbound,,,0
-1.8,-0.3,2,defined,unbound,,,0
-1.8,-0.2,2,defined,unbound,,,0
-1.8,-0.1,2,defined,unbound,,,0
-1.8,0.0,2,defined,unbound,,,0
-1.8,0.1,2,defined,unbound,,,0
-1.8,0.2,2,defined,unbound,,,0
-1.8,0.3,2,defined,unbound,,,0
-1.8,0.4,2,defined,unbound,,,0
-1.8,0.5,2,defined,unbound,,,0
-1.8,0.6,2,defined,unbound,,,0
-1.8,0.7,2,defined,unbound,,,0
-1.8,0.8,2,defined,unbound,,,0
-1.8,0.9,2,defined,unbound,,,0
-1.8,1.0,2,defined,unbound,,,0
-1.8,1.1,2,defined,unbound,,,0
-1.8,1.2,2,defined,unbound,,,0
-1.8,1.3,2,defined,unbound,,,0
-1.8,1.4,2,defined,unbound,,,0
-1.8,1.5,2,defined,unbound,,,0
-1.8,1.6,2,defined,unbound,,,0
-1.8,1.7,2,defined,unbound,,,0
-1.8,1.8,2,defined,unbound,,,0
-1.8,1.9,2,defined,unbound,,,0
-1.8,2.0,2,defined,unbound,,,0
-1.7,-2.0,2,defined,unbound,,,0
-1.7,-1.9,2,defined,unbound,,,0
-1.7,-1.8,2,defined,unbound,,,0
-1.7,-1.7,2,defined,unbound,,,0
-1.7,-1.6,2,defined,unbound,,,0
-1.7,-1.5,2,defined,unbound,,,0
-1.7,-1.4,2,defined,unbound,,,0
-1.7,-1.3,2,defined,unbound,,,0
-1.7,-1.2,2,defined,unbound,,,0
-1.7,-1.1,2,defined,unbound,,,0
-1.7,-1.0,2,defined,unbound,,,0
-1.7,-0.9,2,defined,unbound,,,0
-1.7,-0.8,2,defined,unbound,,,0
-1.7,-0.7,2,defined,unbound,,,0
-1.7,-0.6,2,defined,unbound,,,0
-1.7,-0.5,2,defined,unbound,,,0
-1.7,-0.4,2,defined,unbound,,,0
-1.7,-0.3,2,defined,unbound,,,0
-1.7,-0.2,2,defined,unbound,,,0
-1.7,-0.1,2,defined,unbound,,,0
-1.7,0.0,2,defined,unbound,,,0
-1.7,0.1,2,defined,unbound,,,0
-1.7,0.2,2,defined,unbound,,,0
-1.7,0.3,2,defined,unbound,,,0
-1.7,0.4,2,defined,unbound,,,0
-1.7,0.5,2,defined,unbound,,,0
-1.7,0.6,2,defined,unbound,,,0
-1.7,0.7,2,defined,unbound,,,0
-1.7,0.8,2,defined,unbound,,,0
-1.7,0.9,2,defined,unbound,,,0
-1.7,1.0,2,defined,unbound,,,0
-1.7,1.1,2,defined,unbound,,,0
-1.7,1.2,2,defined,unbound,,,0
-1.7,1.3,2,defined,unbound,,,0
-1.7,1.4,2,defined,unbound,,,0
-1.7,1.5,2,defined,unbound,,,0
-1.7,1.6,2,defined,unbound,,,0
-1.7,1.7,2,defined,unbound,,,0
-1.7,1.8,2,defined,unbound,,,0
-1.7,1.9,2,defined,unbound,,,0
-1.7,2.0,2,defined,unbound,,,0
-1.6,-2.0,2,defined,unbound,,,0
-1.6,-1.9,2,defined,unbound,,,0
-1.6,-1.8,2,defined,unbound,,,0
-1.6,-1.7,2,defined,unbound,,,0
-1.6,-1.6,2,defined,unbound,,,0
-1.6,-1.5,2,defined,unbound,,,0
-1.6,-1.4,2,defined,unbound,,,0
-1.6,-1.3,2,defined,unbound,,,0
-1.6,-1.2,2,defined,unbound,,,0
-1.6,-1.1,2,defined,unbound,,,0
-1.6,-1.0,2,defined,unbound,,,0
-1.6,-0.9,2,defined,unbound,,,0
-1.6,-0.8,2,defined,unbound,,,0
-1.6,-0.7,2,defined,unbound,,,0
-1.6,-0.6,2,defined,unbound,,,0
-1.6,-0.5,2,defined,unbound,,,0
-1.6,-0.4,2,defined,unbound,,,0
-1.6,-0.3,2,defined,unbound,,,0
-1.6,-0.2,2,defined,unbound,,,0
-1.6,-0.1,2,defined,unbound,,,0
-1.6,0.0,2,defined,unbound,,,0
-1.6,0.1,2,defined,unbound,,,0
-1.6,0.2,2,defined,unbound,,,0
-1.6,0.3,2,defined,unbound,,,0
-1.6,0.4,2,defined,unbound,,,0
-1.6,0.5,2,defined,unbound,,,0
-1.6,0.6,2,defined,unbound,,,0
-1.6,0.7,2,defined,unbound,,,0
-1.6,0.8,2,defined,unbound,,,0
-1.6,0.9,2,defined,unbound,,,0
-1.6,1.0,2,defined,unbound,,,0
-1.6,1.1,2,defined,unbound,,,0
-1.6,1.2,2,defined,unbound,,,0
-1.6,1.3,2,defined,unbound,,,0
-1.6,1.4,2,defined,unbound,,,0
-1.6,1.5,2,defined,unbound,,,0
-1.6,1.6,2,defined,unbound,,,0
-1.6,1.7,2,defined,unbound,,,0
-1.6,1.8,2,defined,unbound,,,0
-1.6,1.9,2,defined,unbound,,,0
-1.6,2.0,2,defined,unbound,,,0
-1.5,-2.0,2,defined,unbound,,,0
-1.5,-1.9,2,defined,unbound,,,0
-1.5,-1.8,2,defined,unbound,,,0
-1.5,-1.7,2,defined,unbound,,,0
-1.5,-1.6,2,defined,unbound,,,0
-1.5,-1.5,2,defined,unbound,,,0
-1.5,-1.4,2,defined,unbound,,,0
-1.5,-1.3,2,defined,unbound,,,0
-1.5,-1.2,2,defined,unbound,,,0
-1.5,-1.1,2,defined,unbound,,,0
-1.5,-1.0,2,defined,unbound,,,0
-1.5,-0.9,2,defined,unbound,,,0
-1.5,-0.8,2,defined,unbound,,,0
-1.5,-0.7,2,defined,unbound,,,0
-1.5,-0.6,2,defined,unbound,,,0
-1.5,-0.5,2,defined,unbound,,,0
-1.5,-0.4,2,defined,unbound,,,0
-1.5,-0.3,2,defined,unbound,,,0
-1.5,-0.2,2,defined,unbound,,,0
-1.5,-0.1,2,defined,unbound,,,0
-1.5,0.0,2,defined,unbound,,,0
-1.5,0.1,2,defined,unbound,,,0
-1.5,0.2,2,defined,unbound,,,0
-1.5,0.3,2,defined,unbound,,,0
-1.5,0.4,2,defined,unbound,,,0
-1.5,0.5,2,defined,unbound,,,0
-1.5,0.6,2,defined,unbound,,,0
-1.5,0.7,2,defined,unbound,,,0
-1.5,0.8,2,defined,unbound,,,0
-1.5,0.9,2,defined,unbound,,,0
-1.5,1.0,2,defined,unbound,,,0
-1.5,1.1,2,defined,unbound,,,0
-1.5,1.2,2,defined,unbound,,,0
-1.5,1.3,2,defined,unbound,,,0
-1.5,1.4,2,defined,unbound,,,0
-1.5,1.5,2,defined,unbound,,,0
-1.5,1.6,2,defined,unbound,,,0
-1.5,1.7,2,defined,unbound,,,0
-1.5,1.8,2,defined,unbound,,,0
-1.5,1.9,2,defined,unbound,,,0
-1.5,2.0,2,defined,unbound,,,0
-1.4,-2.0,2,defined,unbound,,,0
-1.4,-1.9,2,defined,unbound,,,0
-1.4,-1.8,2,defined,unbound,,,0
-1.4,-1.7,2,defined,unbound,,,0
-1.4,-1.6,2,defined,unbound,,,0
-1.4,-1.5,2,defined,unbound,,,0
-1.4,-1.4,2,defined,unbound,,,0
-1.4,-1.3,2,defined,unbound,,,0
-1.4,-1.2,2,defined,unbound,,,0
-1.4,-1.1,2,defined,unbound,,,0
-1.4,-1.0,2,defined,unbound,,,0
-1.4,-0.9,2,defined,unbound,,,0
-1.4,-0.8,2,defined,unbound,,,0
-1.4,-0.7,2,defined,unbound,,,0
-1.4,-0.6,2,defined,unbound,,,0
-1.4,-0.5,2,defined,unbound,,,0
-1.4,-0.4,2,defined,unbound,,,0
-1.4,-0.3,2,defined,unbound,,,0
-1.4,-0.2,2,defined,unbound,,,0
-1.4,-0.1,2,defined,unbound,,,0
-1.4,0.0,2,defined,unbound,,,0
-1.4,0.1,2,defined,unbound,,,0
-1.4,0.2,2,defined,unbound,,,0
-1.4,0.3,2,defined,unbound,,,0
-1.4,0.4,2,defined,unbound,,,0
-1.4,0.5,2,defined,unbound,,,0
-1.4,0.6,2,defined,unbound,,,0
-1.4,0.7,2,defined,unbound,,,0
-1.4,0.8,2,defined,unbound,,,0
-1.4,0.9,2,defined,unbound,,,0
-1.4,1.0,2,defined,unbound,,,0
-1.4,1.1,2,defined,unbound,,,0
-1.4,1.2,2,defined,unbound,,,0
-1.4,1.3,2,defined,unbound,,,0
-1.4,1.4,2,defined,unbound,,,0
-1.4,1.5,2,defined,unbound,,,0
-1.4,1.6,2,defined,unbound,,,0
-1.4,1.7,2,defined,unbound,,,0
-1.4,1.8,2,defined,unbound,,,0
-1.4,1.9,2,defined,unbound,,,0
-1.4,2.0,2,defined,unbound,,,0
-1.3,-2.0,2,defined,unbound,,,0
-1.3,-1.9,2,defined,unbound,,,0
-1.3,-1.8,2,defined,unbound,,,0
-1.3,-1.7,2,defined,unbound,,,0
-1.3,-1.6,2,defined,unbound,,,0
-1.3,-1.5,2,defined,unbound,,,0
-1.3,-1.4,2,defined,unbound,,,0
-1.3,-1.3,2,defined,unbound,,,0
-1.3,-1.2,2,defined,unbound,,,0
-1.3,-1.1,2,defined,unbound,,,0
-1.3,-1.0,2,defined,unbound,,,0
-1.3,-0.9,2,defined,unbound,,,0
-1.3,-0.8,2,defined,unbound,,,0
-1.3,-0.7,2,defined,unbound,,,0
-1.3,-0.6,2,defined,unbound,,,0
-1.3,-0.5,2,defined,unbound,,,0
-1.3,-0.4,2,defined,unbound,,,0
-1.3,-0.3,2,defined,unbound,,,0
-1.3,-0.2,2,defined,unbound,,,0
-1.3,-0.1,2,defined,unbound,,,0
-1.3,0.0,2,defined,unbound,,,0
-1.3,0.1,2,defined,unbound,,,0
-1.3,0.2,2,defined,unbound,,,0
-1.3,0.3,2,defined,unbound,,,0
-1.3,0.4,2,defined,unbound,,,0
-1.3,0.5,2,defined,unbound,,,0
-1.3,0.6,2,defined,unbound,,,0
-1.3,0.7,2,defined,unbound,,,0
-1.3,0.8,2,defined,unbound,,,0
-1.3,0.9,2,defined,unbound,,,0
-1.3,1.0,2,defined,unbound,,,0
-1.3,1.1,2,defined,unbound,,,0
-1.3,1.2,2,defined,unbound,,,0
-1.3,1.3,2,defined,unbound,,,0
-1.3,1.4,2,defined,unbound,,,0
-1.3,1.5,2,defined,unbound,,,0
-1.3,1.6,2,defined,unbound,,,0
-1.3,1.7,2,defined,unbound,,,0
-1.3,1.8,2,defined,unbound,,,0
-1.3,1.9,2,defined,unbound,,,0
-1.3,2.0,2,defined,unbound,,,0
-1.2,-2.0,2,defined,unbound,,,0
-1.2,-1.9,2,defined,unbound,,,0
-1.2,-1.8,2,defined,unbound,,,0
-1.2,-1.7,2,defined,unbound,,,0
-1.2,-1.6,2,defined,unbound,,,0
-1.2,-1.5,2,defined,unbound,,,0
-1.2,-1.4,2,defined,unbound,,,0
-1.2,-1.3,2,defined,unbound,,,0
-1.2,-1.2,2,defined,unbound,,,0
-1.2,-1.1,2,defined,unbound,,,0
-1.2,-1.0,2,defined,unbound,,,0
-1.2,-0.9,2,defined,unbound,,,0
-1.2,-0.8,2,defined,unbound,,,0
-1.2,-0.7,2,defined,unbound,,,0
-1.2,-0.6,2,defined,unbound,,,0
-1.2,-0.5,2,defined,unbound,,,0
-1.2,-0.4,2,defined,unbound,,,0
-1.2,-0.3,2,defined,unbound,,,0
-1.2,-0.2,2,defined,unbound,,,0
-1.2,-0.1,2,defined,unbound,,,0
-1.2,0.0,2,defined,unbound,,,0
-1.2,0.1,2,defined,unbound,,,0
-1.2,0.2,2,defined,unbound,,,0
-1.2,0.3,2,defined,unbound,,,0
-1.2,0.4,2,defined,unbound,,,0
-1.2,0.5,2,defined,unbound,,,0
-1.2,0.6,2,defined,unbound,,,0
-1.2,0.7,2,defined,unbound,,,0
-1.2,0.8,2,defined,unbound,,,0
-1.2,0.9,2,defined,unbound,,,0
-1.2,1.0,2,defined,unbound,,,0
-1.2,1.1,2,defined,unbound,,,0
-1.2,1.2,2,defined,unbound,,,0
-1.2,1.3,2,defined,unbound,,,0
-1.2,1.4,2,defined,unbound,,,0
-1.2,1.5,2,defined,unbound,,,0
-1.2,1.6,2,defined,unbound,,,0
-1.2,1.7,2,defined,unbound,,,0
-1.2,1.8,2,defined,unbound,,,0
-1.2,1.9,2,defined,unbound,,,0
-1.2,2.0,2,defined,unbound,,,0
-1.1,-2.0,2,defined,unbound,,,0
-1.1,-1.9,2,defined,unbound,,,0
-1.1,-1.8,2,defined,unbound,,,0
-1.1,-1.7,2,defined,unbound,,,0
-1.1,-1.6,2,defined,unbound,,,0
-1.1,-1.5,2,defined,unbound,,,0
-1.1,-1.4,2,defined,unbound,,,0
-1.1,-1.3,2,defined,unbound,,,0
-1.1,-1.2,2,defined,unbound,,,0
-1.1,-1.1,2,defined,unbound,,,0
-1.1,-1.0,2,defined,unbound,,,0
-1.1,-0.9,2,defined,unbound,,,0
-1.1,-0.8,2,defined,unbound,,,0
-1.1,-0.7,2,defined,unbound,,,0
-1.1,-0.6,2,defined,unbound,,,0
-1.1,-0.5,2,defined,unbound,,,0
-1.1,-0.4,2,defined,unbound,,,0
-1.1,-0.3,2,defined,unbound,,,0
-1.1,-0.2,2,defined,unbound,,,0
-1.1,-0.1,2,defined,unbound,,,0
-1.1,0.0,2,defined,unbound,,,0
-1.1,0.1,2,defined,unbound,,,0
-1.1,0.2,2,defined,unbound,,,0
-1.1,0.3,2,defined,unbound,,,0
-1.1,0.4,2,defined,unbound,,,0
-1.1,0.5,2,defined,unbound,,,0
-1.1,0.6,2,defined,unbound,,,0
-1.1,0.7,2,defined,unbound,,,0
-1.1,0.8,2,defined,unbound,,,0
-1.1,0.9,2,defined,unbound,,,0
-1.1,1.0,2,defined,unbound,,,0
-1.1,1.1,2,defined,unbound,,,0
-1.1,1.2,2,defined,unbound,,,0
-1.1,1.3,2,defined,unbound,,,0
-1.1,1.4,2,defined,unbound,,,0
-1.1,1.5,2,defined,unbound,,,0
-1.1,1.6,2,defined,unbound,,,0
-1.1,1.7,2,defined,unbound,,,0
-1.1,1.8,2,defined,unbound,,,0
-1.1,1.9,2,defined,unbound,,,0
-1.1,2.0,2,defined,unbound,,,0
0.5,1.8,2,defined,bound,0.4678537216509418,2.5223194642489153e-109,240394
0.5,1.9,2,defined,bound,0.4678537216509418,2.5223194642489153e-109,240394
0.5,2.0,2,defined,bound,0.4678537216509418,2.5223194642489153e-109,240394
0.7,1.8,2,defined,bound,0.4672714204704813,5.06620783437651e-109,233583
0.7,1.9,2,defined,bound,0.4672714204704813,5.06620783437651e-109,233583
0.7,2.0,2,defined,bound,0.4672714204704813,5.06620783437651e-109,233583
0.6,1.8,2,defined,bound,0.46452208405674955,1.3392075881665319e-107,236999
0.6,1.9,2,defined,bound,0.46452208405674955,1.3392075881665319e-107,236999
0.6,2.0,2,defined,bound,0.46452208405674955,1.3392075881665319e-107,236999
0.8,1.8,2,defined,bound,0.46420053889936574,1.9603215305918967e-107,230035
0.8,1.9,2,defined,bound,0.46420053889936574,1.9603215305918967e-107,230035
0.8,2.0,2,defined,bound,0.46420053889936574,1.9603215305918967e-107,230035
0.4,1.8,2,defined,bound,0.4638574739577744,2.942296880491167e-107,244654
0.4,1.9,2,defined,bound,0.4638574739577744,2.942296880491167e-107,244654
0.4,2.0,2,defined,bound,0.4638574739577744,2.942296880491167e-107,244654
1.1,1.8,2,defined,bound,0.46314107843054425,6.859854057911216e-107,225594
1.1,1.9,2,defined,bound,0.46314107843054425,6.859854057911216e-107,225594
1.1,2.0,2,defined,bound,0.46314107843054425,6.859854057911216e-107,225594
0.9,1.8,2,defined,bound,0.46214362713063,2.2218422006248524e-106,228849
0.9,1.9,2,defined,bound,0.46214362713063,2.2218422006248524e-106,228849
0.9,2.0,2,defined,bound,0.46214362713063,2.2218422006248524e-106,228849
1.0,1.8,2,defined,bound,0.46157942261874646,4.3118983053996107e-106,226934
1.0,1.9,2,defined,bound,0.46157942261874646,4.3118983053996107e-106,226934
1.0,2.0,2,defined,bound,0.46157942261874646,4.3118983053996107e-106,226934
1.2,1.8,2,defined,bound,0.4615486113636552,4.470727521568218e-106,224440
1.2,1.9,2,defined,bound,0.4615486113636552,4.470727521568218e-106,224440
1.2,2.0,2,defined,bound,0.4615486113636552,4.470727521568218e-106,224440
1.5,1.8,2,defined,bound,0.4614634745347831,4.94058551488069e-106,222341
1.5,1.9,2,defined,bound,0.4614634745347831,4.94058551488069e-106,222341
1.5,2.0,2,defined,bound,0.4614634745347831,4.94058551488069e-106,222341
2.0,1.8,2,defined,bound,0.46131706442417875,5.866582322090509e-106,221211
2.0,1.9,2,defined,bound,0.46131706442417875,5.866582322090509e-106,221211
2.0,2.0,2,defined,bound,0.46131706442417875,5.866582322090509e-106,221211
1.8,1.8,2,defined,bound,0.46095917219522725,8.924925654997569e-106,221404
1.8,1.9,2,defined,bound,0.46095917219522725,8.924925654997569e-106,221404
1.8,2.0,2,defined,bound,0.46095917219522725,8.924925654997569e-106,221404
1.4,1.8,2,defined,bound,0.46080627552726355,1.0675424964998569e-105,222838
1.4,1.9,2,defined,bound,0.46080627552726355,1.0675424964998569e-105,222838
1.4,2.0,2,defined,bound,0.46080627552726355,1.0675424964998569e-105,222838
1.9,1.8,2,defined,bound,0.4607837638279061,1.0960587374066669e-105,221342
1.9,1.9,2,defined,bound,0.4607837638279061,1.0960587374066669e-105,221342
1.9,2.0,2,defined,bound,0.4607837638279061,1.0960587374066669e-105,221342
1.3,1.8,2,defined,bound,0.4604222173969409,1.6733471759488455e-105,223529
1.3,1.9,2,defined,bound,0.4604222173969409,1.6733471759488455e-105,223529
1.3,2.0,2,defined,bound,0.4604222173969409,1.6733471759488455e-105,223529
1.6,1.8,2,defined,bound,0.46035078767796267,1.819128187972669e-105,221958
1.6,1.9,2,defined,bound,0.46035078767796267,1.819128187972669e-105,221958
1.6,2.0,2,defined,bound,0.46035078767796267,1.819128187972669e-105,221958
1.7,1.8,2,defined,bound,0.46025153432497007,2.0429470389201615e-105,221876
1.7,1.9,2,defined,bound,0.46025153432497007,2.0429470389201615e-105,221876
1.7,2.0,2,defined,bound,0.46025153432497007,2.0429470389201615e-105,221876
0.3,1.8,2,defined,bound,0.4572947603351024,6.366209568840042e-104,249645
0.3,1.9,2,defined,bound,0.4572947603351024,6.366209568840042e-104,249645
0.3,2.0,2,defined,bound,0.4572947603351024,6.366209568840042e-104,249645
0.2,1.8,2,defined,bound,0.4536963032738134,3.998586263133934e-102,255221
0.2,1.9,2,defined,bound,0.4536963032738134,3.998586263133934e-102,255221
0.2,2.0,2,defined,bound,0.4536891360975502,4.03149544724107e-102,255223
0.7,1.4,2,defined,bound,0.45216096897134384,2.3041803006569614e-101,213663
0.7,1.5,2,defined,bound,0.45170940311416113,3.850198265734406e-101,213735
0.7,1.6,2,defined,bound,0.45170940311416113,3.850198265734406e-101,213735
0.7,1.7,2,defined,bound,0.45170940311416113,3.850198265734406e-101,213735
0.5,1.4,2,defined,bound,0.45166652470182717,4.0423825753035303e-101,219908
0.7,1.2,2,defined,bound,0.4514023493767718,5.456361085148979e-101,212461
0.7,1.3,2,defined,bound,0.4514023493767718,5.456361085148979e-101,212461
0.5,1.5,2,defined,bound,0.45116769076002766,7.120618247587444e-101,219980
0.5,1.6,2,defined,bound,0.45116769076002766,7.120618247587444e-101,219980
0.5,1.7,2,defined,bound,0.45116769076002766,7.120618247587444e-101,219980
0.5,1.2,2,defined,bound,0.4505840401776434,1.3793853031692382e-100,218693
0.5,1.3,2,defined,bound,0.4505840401776434,1.3793853031692382e-100,218693
1.1,1.4,2,defined,bound,0.44956889788026133,4.34334905232753e-100,206188
0.7,0.7,2,defined,bound,0.4491498323385988,6.965812627986134e-100,187071
1.1,1.2,2,defined,bound,0.4491442111372158,7.010057962561728e-100,205006
1.1,1.3,2,defined,bound,0.4491442111372158,7.010057962561728e-100,205006
1.1,1.5,2,defined,bound,0.4490755008407698,7.574075750162187e-100,206260
1.1,1.6,2,defined,bound,0.4490755008407698,7.574075750162187e-100,206260
1.1,1.7,2,defined,bound,0.4490755008407698,7.574075750162187e-100,206260
0.7,0.6,2,defined,bound,0.44899371930842014,8.304645806016507e-100,187019
0.6,1.4,2,defined,bound,0.44885495021737465,9.708557660920041e-100,216802
0.8,1.4,2,defined,bound,0.4488072533190486,1.024384078176786e-99,210337
0.4,1.4,2,defined,bound,0.4486978243929215,1.1585734197001345e-99,223763
0.6,1.5,2,defined,bound,0.4484100560656849,1.6010965373126042e-99,216874
0.6,1.6,2,defined,bound,0.4484100560656849,1.6010965373126042e-99,216874
0.6,1.7,2,defined,bound,0.4484100560656849,1.6010965373126042e-99,216874
0.8,1.5,2,defined,bound,0.4483381021557825,1.735903881171183e-99,210409
0.8,1.6,2,defined,bound,0.4483381021557825,1.735903881171183e-99,210409
0.8,1.7,2,defined,bound,0.4483381021557825,1.735903881171183e-99,210409
0.4,1.5,2,defined,bound,0.44822965281456645,1.960762255468717e-99,223836
0.4,1.6,2,defined,bound,0.44822965281456645,1.960762255468717e-99,223836
0.4,1.7,2,defined,bound,0.44822965281456645,1.960762255468717e-99,223836
0.8,1.2,2,defined,bound,0.44814620215883855,2.153363409240588e-99,209140
0.8,1.3,2,defined,bound,0.44814620215883855,2.153363409240588e-99,209140
0.4,1.2,2,defined,bound,0.44813368927929703,2.183825377054604e-99,222523
0.4,1.3,2,defined,bound,0.44813368927929703,2.183825377054604e-99,222523
0.6,1.2,2,defined,bound,0.44793631207850854,2.7252994877751603e-99,215597
0.6,1.3,2,defined,bound,0.44793631207850854,2.7252994877751603e-99,215597
1.2,1.4,2,defined,bound,0.44779568738077047,3.1908928413297984e-99,205084
2.0,1.4,2,defined,bound,0.44774854675485054,3.3640861734041216e-99,202069
1.5,1.4,2,defined,bound,0.44770498180794066,3.532463066851913e-99,203155
1.0,1.4,2,defined,bound,0.447529554924291,4.299883350925482e-99,207432
1.2,1.2,2,defined,bound,0.4474149702365462,4.8887431455772126e-99,203902
1.2,1.3,2,defined,bound,0.4474149702365462,4.8887431455772126e-99,203902
2.0,1.2,2,defined,bound,0.4473445143413986,5.290057575606521e-99,200907
2.0,1.3,2,defined,bound,0.4473445143413986,5.290057575606521e-99,200907
1.8,1.4,2,defined,bound,0.4473236072558983,5.415344672005615e-99,202258
1.2,1.5,2,defined,bound,0.4473027881759988,5.543043809303709e-99,205156
1.2,1.6,2,defined,bound,0.4473027881759988,5.543043809303709e-99,205156
1.2,1.7,2,defined,bound,0.4473027881759988,5.543043809303709e-99,205156
2.0,1.5,2,defined,bound,0.44723542701608054,5.977153181876409e-99,202141
2.0,1.6,2,defined,bound,0.44723542701608054,5.977153181876409e-99,202141
2.0,1.7,2,defined,bound,0.44723542701608054,5.977153181876409e-99,202141
1.5,1.2,2,defined,bound,0.4472276670269675,6.029291095365593e-99,201993
1.5,1.3,2,defined,bound,0.4472276670269675,6.029291095365593e-99,201993
1.5,1.5,2,defined,bound,0.44718127218659715,6.35060588125639e-99,203227
1.5,1.6,2,defined,bound,0.44718127218659715,6.35060588125639e-99,203227
1.5,1.7,2,defined,bound,0.44718127218659715,6.35060588125639e-99,203227
0.5,0.7,2,defined,bound,0.44716767151748205,6.44799543892668e-99,192637
1.9,1.4,2,defined,bound,0.44713792666145324,6.666208244781379e-99,202196
1.0,1.5,2,defined,bound,0.4470510755540946,7.346405596658057e-99,207504
